Date,open,high,low,close,volume,BuySignal,price_range,price_change,price_change_pct,close_to_open_ratio,high_to_low_ratio,close_to_high_ratio,close_to_low_ratio,sma_5,volume_sma_5,close_vs_sma_5,volume_vs_sma_5,sma_10,volume_sma_10,close_vs_sma_10,volume_vs_sma_10,sma_20,volume_sma_20,close_vs_sma_20,volume_vs_sma_20,sma_50,volume_sma_50,close_vs_sma_50,volume_vs_sma_50,ema_12,ema_26,macd,macd_signal,macd_histogram,rsi,bb_middle,bb_upper,bb_lower,bb_width,bb_position,volatility_5,volatility_20,price_range_pct,volume_change,volume_price_trend,close_lag_1,volume_lag_1,price_change_lag_1,close_lag_2,volume_lag_2,price_change_lag_2,close_lag_3,volume_lag_3,price_change_lag_3,close_lag_5,volume_lag_5,price_change_lag_5,roc_5,roc_10,roc_20,recent_high,recent_low,distance_to_high,distance_to_low,day_of_week,month,quarter,year,trend_5,trend_20,golden_cross,next_day_return,buy_signal_strength
2010-10-15,12.35,12.35,11.855,11.94,396200,0,0.4949999999999992,-0.41000000000000014,-3.3198380566801635,0.9668016194331984,1.041754533951919,0.9668016194331984,1.0071699704765922,12.102,193040.0,0.9866137828458106,2.0524243680066308,12.151,195790.0,0.9826351740597481,2.02359671076153,12.2635,207715.0,0.973620907571248,1.9074212261993597,12.074200000000001,728472.0,0.9888853919928441,0.5438781449389956,12.146523355826348,12.145768126132957,0.0007552296933912572,0.04880060912051074,-0.048045379427119485,43.347639484978544,12.2635,12.735774451875972,11.791225548124029,0.9445489037519437,0.15750846915920172,0.13367871932360126,0.2361372259379859,4.145728643216074,0.7711220384443451,-1315319.8380566807,12.15,223700.0,0.6628003314001663,12.07,222000.0,-1.9496344435418378,12.3,59600.0,2.414654454621157,11.98,251900.0,1.5254237288135568,-0.33388981636060866,-3.3980582524271843,-1.1589403973509982,12.97,11.61,8.626465661641552,2.7638190954773876,4,10,4,2010,0,0,0,0.025125628140703515,-0.0
2010-10-18,11.96,12.29,11.65,12.24,53500,0,0.6399999999999988,0.27999999999999936,2.341137123745814,1.0234113712374582,1.0549356223175965,0.9959316517493898,1.0506437768240344,12.14,191000.0,1.0082372322899507,0.2801047120418848,12.14,187070.0,1.0082372322899507,0.28598920190303095,12.241,190185.0,0.9999183073278327,0.2813050450876778,12.039000000000001,515972.0,1.0166957388487414,0.10368779701224097,12.160907247415382,12.152888841228695,0.008018406186687699,0.04064407540259471,-0.03262566921590701,41.85022026431721,12.241,12.668472375223194,11.813527624776805,0.8549447504463892,0.4988303337736417,0.14195069566577928,0.21373618761159704,5.22875816993463,-0.8649671882887431,125250.83612040104,11.94,396200.0,-3.3198380566801635,12.15,223700.0,0.6628003314001663,12.07,222000.0,-1.9496344435418378,12.05,63700.0,0.8368200836820203,1.5767634854771742,-0.8906882591093072,-3.5460992907801367,12.95,11.61,5.8006535947712345,5.1470588235294175,0,10,4,2010,1,0,0,-0.010620915032679812,0.0
2010-10-19,12.06,12.25,12.01,12.11,130100,1,0.2400000000000002,0.049999999999998934,0.4145936981757789,1.0041459369817578,1.0199833472106579,0.9885714285714285,1.0083263946711074,12.102,205100.0,1.0006610477607005,0.6343247196489518,12.116,174390.0,0.9995047870584352,0.7460290154251964,12.221,187750.0,0.9909172735455363,0.6929427430093209,12.001199999999999,482184.0,1.0090657600906576,0.26981401290793555,12.153074040974102,12.149652735578528,0.0034213053955749473,0.03319945339914546,-0.02977814800357051,40.5982905982906,12.221,12.632615559012367,11.809384440987634,0.8232311180247329,0.3651654467747345,0.11031772296416466,0.20580777950618365,1.98183319570603,1.4317757009345793,53938.640132668836,12.24,53500.0,2.341137123745814,11.94,396200.0,-3.3198380566801635,12.15,223700.0,0.6628003314001663,12.3,59600.0,2.414654454621157,-1.5447154471544817,-1.943319838056682,-3.1974420463629123,12.95,11.61,6.9364161849710975,4.128819157720892,1,10,4,2010,1,0,0,0.007431874483897705,0.4145936981757789
2010-10-20,12.17,12.45,11.52,12.2,124800,1,0.9299999999999997,0.02999999999999936,0.24650780608052061,1.0024650780608053,1.0807291666666667,0.9799196787148594,1.0590277777777777,12.128,185660.0,1.0059366754617414,0.6721964882042443,12.089,177830.0,1.009181900901646,0.7017938480571332,12.222,184760.0,0.9981999672721322,0.6754708811431046,11.973199999999999,453094.0,1.0189423044800054,0.27543953351843103,12.160294450565495,12.153446371679523,0.006848078885971276,0.027929139983652186,-0.02108106109768091,45.81497797356827,12.222,12.633293210815799,11.8107067891842,0.8225864216315983,0.4732550897735909,0.11606032913962669,0.20564660540789928,7.62295081967213,-0.04073789392774785,30764.174198848974,12.11,130100.0,0.4145936981757789,12.24,53500.0,2.341137123745814,11.94,396200.0,-3.3198380566801635,12.07,222000.0,-1.9496344435418378,1.0770505385252611,-2.165196471531687,0.16420361247947104,12.95,11.52,6.147540983606558,5.573770491803277,2,10,4,2010,1,0,0,0.004098360655737654,0.24650780608052061
2010-10-21,12.11,12.4,12.11,12.25,58800,1,0.2900000000000009,0.14000000000000057,1.1560693641618545,1.0115606936416186,1.0239471511147813,0.9879032258064516,1.0115606936416186,12.148,152680.0,1.0083964438590716,0.3851192035630076,12.129000000000001,158430.0,1.0099760903619424,0.37114182919901534,12.2345,171660.0,1.0012669091503534,0.34253757427472914,11.963199999999999,402506.0,1.023973518790959,0.14608477886043936,12.174096972425938,12.16071236301924,0.013384609406697834,0.025020216862677705,-0.011635607455979871,47.59825327510919,12.2345,12.632361388187567,11.836638611812434,0.7957227763751327,0.5194791458284111,0.12872451204024335,0.19893069409378356,2.3673469387755177,-0.5288461538461539,67976.87861271705,12.2,124800.0,0.24650780608052061,12.11,130100.0,0.4145936981757789,12.24,53500.0,2.341137123745814,12.15,223700.0,0.6628003314001663,0.8230452674897091,3.3755274261603407,2.083333333333333,12.95,11.52,5.714285714285708,5.959183673469391,3,10,4,2010,1,1,0,0.0065306122448980375,1.1560693641618545
2010-10-22,12.2,12.61,12.18,12.33,94200,0,0.4299999999999997,0.13000000000000078,1.0655737704918098,1.0106557377049181,1.035303776683087,0.9777954004758129,1.0123152709359606,12.226,92280.0,1.0085064616391297,1.0208062418725619,12.164,142660.0,1.0136468267017429,0.6603112294967054,12.24,169025.0,1.0073529411764706,0.5573140068037272,11.962,368784.0,1.0307640862731986,0.25543407523102957,12.198084506598887,12.173436831081307,0.024647675517579515,0.02494570824519577,-0.0002980327276162556,49.57627118644069,12.24,12.640052628116814,11.839947371883186,0.8001052562336284,0.612485200289348,0.08018728078691706,0.20002631405840698,3.4874290348742876,0.6020408163265305,100377.04918032848,12.25,58800.0,1.1560693641618545,12.2,124800.0,0.24650780608052061,12.11,130100.0,0.4145936981757789,11.94,396200.0,-3.3198380566801635,3.2663316582914623,2.921535893155256,0.9001636661211083,12.95,11.52,5.028386050283854,6.5693430656934355,4,10,4,2010,1,1,0,0.0032441200324411223,0.0
2010-10-25,12.201,12.59,12.201,12.37,128300,0,0.38899999999999935,0.1689999999999987,1.3851323661994812,1.0138513236619948,1.0318826325711006,0.9825258141382048,1.0138513236619948,12.251999999999999,107240.0,1.0096310806398956,1.1963819470346886,12.196000000000002,149120.0,1.0142669727779599,0.8603809012875536,12.246,166110.0,1.010125755348685,0.7723797483595208,11.9694,352198.0,1.033468678463415,0.36428372676732973,12.224535332813787,12.188195361289814,0.03633997152397228,0.027224569427183005,0.009115402096789276,50.416666666666664,12.246,12.650261509942593,11.841738490057407,0.808523019885186,0.6533660723940888,0.10353743284435932,0.2021307549712963,3.144704931285363,0.36199575371549897,177712.48258339343,12.33,94200.0,1.0655737704918098,12.25,58800.0,1.1560693641618545,12.2,124800.0,0.24650780608052061,12.24,53500.0,2.341137123745814,1.0620915032679656,2.655601659751025,0.9795918367346876,12.95,11.52,4.6887631366208575,6.871463217461598,0,10,4,2010,1,1,1,-0.007275666936135794,0.0
2010-10-26,12.25,12.49,11.91,12.28,186100,1,0.5800000000000001,0.02999999999999936,0.24489795918366825,1.0024489795918368,1.0486985726280436,0.9831865492393914,1.0310663308144417,12.286,118440.0,0.9995116392642032,1.571259709557582,12.193999999999999,161770.0,1.0070526488436937,1.150398714223898,12.2295,166975.0,1.0041293593360316,1.1145381045066627,11.9794,344888.0,1.0250930764479023,0.5395954628749043,12.233068983343095,12.195081371911197,0.037987611431898216,0.029377184271236693,0.008610427160661523,45.99156118143458,12.2295,12.596420326931884,11.862579673068115,0.7338406538637692,0.5688160293847313,0.06655824516918021,0.18346016346594216,4.723127035830619,0.4505066250974279,45575.51020408066,12.37,128300.0,1.3851323661994812,12.33,94200.0,1.0655737704918098,12.25,58800.0,1.1560693641618545,12.11,130100.0,0.4145936981757789,1.4037985136251028,-0.16260162601627112,-2.6169706582077725,12.95,11.52,5.456026058631921,6.188925081433223,1,10,4,2010,0,1,1,0.03990228013029329,0.24489795918366825
2010-10-27,12.28,12.8,12.28,12.77,263800,1,0.5200000000000014,0.4900000000000002,3.9902280130293177,1.0399022801302933,1.0423452768729642,0.9976562499999999,1.0399022801302933,12.4,146240.0,1.0298387096774193,1.8038840262582057,12.264,165950.0,1.0412589693411611,1.5896354323591444,12.2405,168240.0,1.0432580368449,1.5679980979553019,11.9904,328430.0,1.0650186816119562,0.8032152970191517,12.315678873054752,12.23816421670406,0.07751465635069188,0.039004701740452084,0.038509954610239795,70.53571428571425,12.2405,12.65763181054486,11.823368189455142,0.8342636210897183,1.134691465161053,0.21189620100417564,0.2085659052724299,4.072043852779964,0.41751746372917786,1052622.149837134,12.28,186100.0,0.24489795918366825,12.37,128300.0,1.3851323661994812,12.33,94200.0,1.0655737704918098,12.2,124800.0,0.24650780608052061,4.672131147540986,5.7995028997514435,1.7529880478087556,12.95,11.52,1.4095536413469045,9.788566953797964,2,10,4,2010,1,1,1,0.03288958496476124,3.9902280130293177
2010-10-28,12.82,13.35,12.6,13.19,409900,0,0.75,0.3699999999999992,2.8861154446177784,1.0288611544461779,1.0595238095238095,0.9880149812734083,1.0468253968253969,12.588,216460.0,1.0478233238004449,1.8936524069112075,12.368,184570.0,1.0664618369987062,2.220837622582218,12.2805,178895.0,1.0740605024225398,2.2912881858073173,12.0142,316416.0,1.097867523430607,1.2954465008090614,12.450196867316144,12.309430693747741,0.14076617356840337,0.05935703509336747,0.0814091384750359,73.91304347826082,12.2805,12.874096531412775,11.686903468587225,1.1871930628255498,1.2660927514479965,0.3887415593939045,0.29679826570638707,5.686125852918878,0.5538286580742988,1183018.7207488273,12.77,263800.0,3.9902280130293177,12.28,186100.0,0.24489795918366825,12.37,128300.0,1.3851323661994812,12.25,58800.0,1.1560693641618545,7.673469387755098,8.559670781892997,6.456820016142041,13.35,11.52,1.2130401819560286,12.661106899166036,3,10,4,2010,1,1,1,0.0,0.0
